customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
IE29890,Oregon,F,High School or Below,8861,58480,113,1,Personal Auto,SUV,542
VO25412,Washington,F,Master,8936,37520,74,0,Special Auto,Two-Door Car,163
ME37051,California,M,Bachelor,7340,50165,62,0,Personal Auto,Two-Door Car,129
DL17162,Arizona,M,College,26453,42961,83,0,Personal Auto,Four-Door Car,398
DD27563,Oregon,M,High School or Below,6342,86687,80,0,Personal Auto,Four-Door Car,274
IA27050,Oregon,F,High School or Below,6560,0,93,0,Personal Auto,Four-Door Car,41
UQ63751,Arizona,F,Bachelor,6687,23772,83,0,Personal Auto,Four-Door Car,100
MV26494,California,M,College,3681,0,98,0,Personal Auto,Four-Door Car,354
EN89709,Arizona,F,Doctor,2555,18241,65,0,Personal Auto,Two-Door Car,151
QN68814,Oregon,M,Bachelor,2373,0,65,0,Corporate Auto,Two-Door Car,312
NE70831,California,F,High School or Below,2732,86650,69,2,Personal Auto,Two-Door Car,323
FV72595,Arizona,M,Bachelor,4703,0,137,0,Personal Auto,SUV,1554
VZ81004,Oregon,F,Master,19259,35973,159,0,Personal Auto,Sports Car,763
VM89271,Arizona,M,High School or Below,3844,26262,97,0,Personal Auto,Four-Door Car,465
CL97519,California,M,College,4683,25187,121,0,Personal Auto,SUV,580
RN71166,Oregon,F,High School or Below,5174,88081,64,0,Personal Auto,Four-Door Car,82
PJ86059,Oregon,F,High School or Below,2655,83460,66,0,Corporate Auto,Four-Door Car,443
BP34620,California,F,Bachelor,5615,19949,74,1,Corporate Auto,Four-Door Car,355
HI58196,Oregon,M,College,3161,0,92,0,Personal Auto,Two-Door Car,897
OZ58610,Arizona,M,High School or Below,7575,0,109,0,Personal Auto,SUV,784
WC34456,California,F,Bachelor,3985,77739,98,0,Personal Auto,Four-Door Car,428
FC15606,Oregon,F,College,9706,23649,122,0,Personal Auto,SUV,535
UM99946,Arizona,M,College,7736,68980,98,0,Personal Auto,Four-Door Car,464
JG94795,Oregon,F,Master,4179,60010,103,0,Special Auto,Four-Door Car,494
GD93408,California,F,Bachelor,5759,30968,74,1,Corporate Auto,Two-Door Car,45
QO12561,California,M,High School or Below,4165,0,116,0,Personal Auto,Four-Door Car,556
VI12822,Washington,F,High School or Below,2632,99841,65,0,Personal Auto,Four-Door Car,312
CT84535,California,M,College,3885,0,105,0,Personal Auto,Four-Door Car,504
NT36519,California,M,College,8161,32967,105,1,Personal Auto,SUV,504
WT86597,Oregon,M,Master,13024,0,125,0,Personal Auto,SUV,900
ZJ27465,California,F,College,14137,31794,119,0,Personal Auto,SUV,571
QF75939,Washington,F,High School or Below,3700,36710,94,0,Personal Auto,Four-Door Car,676
MC73302,Oregon,F,Bachelor,5511,36267,69,0,Personal Auto,Four-Door Car,263
WE21182,Oregon,M,High School or Below,5169,12430,73,0,Personal Auto,Four-Door Car,350
TD90906,Oregon,F,High School or Below,6044,93715,74,0,Personal Auto,Four-Door Car,532
WB66665,Nevada,F,College,4349,75648,108,0,Corporate Auto,SUV,112
ZP26168,Washington,F,College,9688,24584,66,0,Corporate Auto,Four-Door Car,279
ZG56744,California,M,Bachelor,5528,36088,72,0,Personal Auto,Four-Door Car,345
BO81145,Arizona,M,Bachelor,7894,21723,104,0,Personal Auto,SUV,748
BQ28323,Oregon,F,High School or Below,5935,63833,73,0,Personal Auto,Four-Door Car,199
WD38315,California,M,College,4520,0,61,0,Personal Auto,Four-Door Car,304
IS73434,Arizona,F,Bachelor,3219,45892,81,0,Corporate Auto,Four-Door Car,388
VO94890,Oregon,M,College,5935,90263,74,0,Personal Auto,Two-Door Car,355
ZH43085,Washington,M,High School or Below,2322,0,63,0,Corporate Auto,Four-Door Car,453
HQ10502,Oregon,M,Bachelor,11692,40548,98,0,Personal Auto,Four-Door Car,470
SP46702,Oregon,M,College,10175,0,99,0,Corporate Auto,Two-Door Car,831
JB60515,Washington,M,High School or Below,2513,50450,63,0,Personal Auto,Four-Door Car,302
TK49887,California,F,College,2897,0,85,0,Personal Auto,Two-Door Car,612
EG16813,Arizona,F,College,5515,75963,69,0,Corporate Auto,Two-Door Car,102
SI13406,Arizona,F,High School or Below,3469,32714,87,0,Personal Auto,Four-Door Car,513
WC11272,Oregon,F,Bachelor,6907,42790,87,0,Personal Auto,Two-Door Car,290
TU27563,Oregon,F,Bachelor,3647,20694,94,1,Personal Auto,Two-Door Car,451
IL72707,California,F,Bachelor,3265,25820,82,0,Personal Auto,Four-Door Car,393
DZ62350,California,M,High School or Below,2514,24744,65,0,Personal Auto,Four-Door Car,312
VV82891,Washington,F,Bachelor,4462,0,73,3,Personal Auto,Two-Door Car,350
UQ41461,Washington,F,Bachelor,4570,27538,63,4,Personal Auto,Four-Door Car,285
NI58226,Oregon,F,High School or Below,2752,81280,68,0,Personal Auto,Four-Door Car,308
VA78645,California,M,College,2188,0,67,1,Personal Auto,Four-Door Car,321
UY61301,Nevada,M,Bachelor,2710,0,73,0,Personal Auto,Four-Door Car,350
XC25965,Washington,F,Bachelor,14754,26486,128,1,Personal Auto,SUV,614
EB93628,Oregon,F,High School or Below,10759,0,97,0,Personal Auto,Two-Door Car,465
PK35830,Oregon,M,Bachelor,12357,0,182,0,Personal Auto,Luxury SUV,1953
KY98596,Arizona,M,Bachelor,5033,68331,63,0,Personal Auto,Four-Door Car,302
CI19819,Arizona,M,High School or Below,2370,0,71,1,Personal Auto,Two-Door Car,511
TN82637,Nevada,M,College,11236,21636,64,5,Personal Auto,Two-Door Car,213
FA90739,Oregon,M,High School or Below,12476,0,121,0,Corporate Auto,SUV,871
FD62224,Oregon,F,College,14641,0,133,0,Personal Auto,SUV,1386
KE45653,California,F,Bachelor,4731,0,64,0,Personal Auto,Four-Door Car,307
FC10193,Washington,F,College,10620,35601,69,0,Personal Auto,Four-Door Car,249
DO48835,Oregon,M,High School or Below,13478,0,198,1,Corporate Auto,Luxury SUV,1425
VK44934,California,M,College,8873,28558,119,4,Personal Auto,SUV,797
XB89264,Nevada,F,High School or Below,5260,60101,66,0,Corporate Auto,Two-Door Car,1
XL49151,Arizona,M,College,2792,22426,76,1,Corporate Auto,Four-Door Car,528
FG42635,Oregon,M,College,10018,30720,139,4,Personal Auto,SUV,778
FE12805,Oregon,F,Bachelor,7180,34161,186,3,Personal Auto,SUV,892
GT17701,Oregon,F,Bachelor,3012,42987,77,0,Personal Auto,Four-Door Car,128
CH76379,Oregon,M,Bachelor,4236,0,61,0,Personal Auto,Four-Door Car,292
QT77453,Arizona,F,High School or Below,5283,80928,132,0,Corporate Auto,SUV,538
BS90503,Washington,F,Bachelor,5395,86640,67,0,Personal Auto,Four-Door Car,65
MX93376,California,F,College,6913,26714,64,1,Personal Auto,Two-Door Car,307
KT54608,Arizona,M,Bachelor,2619,78618,66,0,Corporate Auto,Two-Door Car,225
CY18875,Oregon,F,High School or Below,8390,0,78,0,Personal Auto,Four-Door Car,732
YT74573,California,M,College,13727,0,126,0,Personal Auto,SUV,604
WL46640,Nevada,M,College,4482,62977,115,0,Corporate Auto,SUV,552
CY49953,Oregon,F,College,2827,0,79,0,Special Auto,Four-Door Car,568
FD72269,California,F,High School or Below,5584,19724,72,0,Personal Auto,Four-Door Car,345
RE29039,California,F,High School or Below,7568,27558,65,0,Personal Auto,Four-Door Car,312
TA35356,California,F,College,9664,86054,239,0,Personal Auto,Luxury Car,115
HS88081,California,F,High School or Below,6480,42846,81,0,Corporate Auto,Four-Door Car,286
SM52948,Nevada,F,Bachelor,8707,57107,110,3,Personal Auto,SUV,528
ZL30083,Oregon,M,High School or Below,9048,0,119,0,Personal Auto,Sports Car,571
MP22051,Washington,M,College,2615,54314,66,0,Personal Auto,Four-Door Car,282
OF38237,California,F,Doctor,4878,29950,61,0,Personal Auto,Two-Door Car,292
KL27677,Nevada,F,College,10793,24195,90,0,Personal Auto,Two-Door Car,360
NX58648,Oregon,F,High School or Below,5528,0,73,0,Personal Auto,Four-Door Car,388
WP19664,Arizona,M,College,4605,47481,116,0,Personal Auto,SUV,556
LB83807,Oregon,M,Bachelor,8343,63354,106,0,Personal Auto,Two-Door Car,508
EL44544,Oregon,F,High School or Below,13009,57591,66,0,Corporate Auto,Four-Door Car,316
ST99840,Nevada,F,Bachelor,7486,0,71,0,Corporate Auto,Four-Door Car,340
ZS15062,Oregon,M,Master,9547,34919,82,1,Personal Auto,Four-Door Car,277
RJ68578,Oregon,M,High School or Below,8110,76879,101,0,Corporate Auto,Sports Car,487
AE74442,California,F,Bachelor,7379,61584,61,0,Corporate Auto,Four-Door Car,205
TF80571,California,M,High School or Below,6612,28792,185,3,Corporate Auto,Sports Car,1166
YH31618,Oregon,F,Bachelor,7452,0,105,0,Corporate Auto,Two-Door Car,504
HZ39407,Washington,M,Master,2686,26713,71,0,Personal Auto,Four-Door Car,142
GX38439,California,F,College,4470,0,129,0,Personal Auto,SUV,928
FF65294,Oregon,M,High School or Below,10348,34244,87,2,Personal Auto,Four-Door Car,417
GC40999,Oregon,M,College,11790,25251,66,0,Personal Auto,Four-Door Car,316
BA87048,Washington,M,Bachelor,4566,0,68,0,Personal Auto,Four-Door Car,326
DE23903,Oregon,F,Bachelor,5905,59848,73,1,Personal Auto,Two-Door Car,131
UP30859,Nevada,F,College,7492,39815,64,0,Special Auto,Four-Door Car,91
PY17715,California,F,Master,3427,58840,86,0,Corporate Auto,Two-Door Car,73
NU22358,Washington,F,Master,5181,97131,64,0,Special Auto,Four-Door Car,307
BR77413,Arizona,M,College,4686,58089,118,0,Personal Auto,SUV,566
FI17798,California,M,Doctor,2710,0,71,0,Personal Auto,Four-Door Car,340
KN32615,Arizona,F,College,4313,0,126,2,Personal Auto,SUV,656
EB86696,California,M,Bachelor,4755,21808,119,0,Special Auto,SUV,571
YB14965,Arizona,M,College,36516,89771,114,0,Personal Auto,SUV,432
ZD42550,Nevada,F,Master,7792,36776,65,0,Corporate Auto,Four-Door Car,240
FI61655,Arizona,M,Bachelor,2549,31213,65,0,Corporate Auto,Four-Door Car,312
PC30692,Oregon,M,Bachelor,7521,0,115,0,Personal Auto,SUV,987
EK71077,California,F,Bachelor,11510,0,61,0,Corporate Auto,Four-Door Car,439
ED91989,Arizona,M,College,7999,0,107,0,Personal Auto,SUV,513
JH58573,California,M,College,7927,32555,68,0,Personal Auto,Two-Door Car,86
YP75411,Arizona,M,College,21123,0,69,0,Personal Auto,Two-Door Car,496
FV33188,Washington,M,Bachelor,2453,29735,69,0,Personal Auto,Four-Door Car,331
ZQ94561,Washington,M,College,2981,80590,74,0,Corporate Auto,Four-Door Car,97
JZ16164,Oregon,F,Bachelor,5110,22565,132,0,Personal Auto,SUV,633
MU63232,Arizona,M,Master,5351,54817,137,0,Personal Auto,SUV,209
CG13512,Oregon,M,College,9015,0,62,0,Personal Auto,Two-Door Car,42
ZR86524,Oregon,F,College,5903,55393,74,1,Corporate Auto,Four-Door Car,2
UG38549,California,F,High School or Below,8852,0,83,0,Personal Auto,Four-Door Car,597
HJ37943,California,F,Bachelor,13333,75634,110,0,Personal Auto,Two-Door Car,432
QA72881,Oregon,M,College,8658,62464,109,0,Personal Auto,Sports Car,400
BL54814,Arizona,M,College,4871,72648,61,0,Personal Auto,Four-Door Car,120
MG72449,Nevada,F,Bachelor,5279,77167,66,0,Personal Auto,Four-Door Car,137
VR66049,Washington,M,High School or Below,6689,56980,84,0,Corporate Auto,Two-Door Car,599
KC17606,California,F,College,5244,27444,66,0,Personal Auto,Four-Door Car,313
LB12820,Oregon,M,High School or Below,6688,57289,86,0,Corporate Auto,Two-Door Car,562
ZH30674,Oregon,M,Bachelor,8408,84091,105,0,Personal Auto,Four-Door Car,380
HX96638,Arizona,M,College,2052,0,67,2,Personal Auto,Four-Door Car,806
TT20057,Oregon,M,College,10592,59590,136,0,Personal Auto,SUV,460
AM26598,Arizona,F,College,2913,89672,72,0,Personal Auto,Four-Door Car,309
AY73718,California,F,Bachelor,5243,96535,66,0,Personal Auto,Four-Door Car,271
EL11108,Oregon,F,Doctor,14191,25575,117,0,Personal Auto,SUV,561
FA15811,Nevada,F,College,9426,38910,78,0,Personal Auto,Two-Door Car,20
BA51898,Arizona,M,Bachelor,4521,39426,114,0,Special Auto,SUV,412
PP30874,California,F,High School or Below,3579,28304,91,2,Personal Auto,Four-Door Car,655
MN74944,Arizona,M,College,6285,52210,80,0,Personal Auto,Four-Door Car,384
FK94501,Nevada,F,Bachelor,7844,0,102,0,Personal Auto,SUV,273
HZ84382,Oregon,M,Master,8283,94851,104,0,Personal Auto,Four-Door Car,190
FA89548,Arizona,M,Bachelor,2436,0,67,0,Personal Auto,Four-Door Car,399
GD29440,Washington,M,Bachelor,2538,18608,71,0,Personal Auto,Four-Door Car,340
DE21910,Oregon,F,College,7304,41025,92,0,Personal Auto,Four-Door Car,20
CH50584,Oregon,M,High School or Below,32474,71449,102,0,Personal Auto,SUV,734
JV97593,California,F,Bachelor,6674,92653,83,1,Personal Auto,Four-Door Car,456
ND68993,Nevada,F,Bachelor,33473,33190,106,0,Personal Auto,SUV,508
YT46746,Oregon,F,College,6459,24290,82,0,Personal Auto,Four-Door Car,393
RF94484,Oregon,F,College,4605,22571,63,0,Corporate Auto,Four-Door Car,302
No19664,California,F,High School or Below,5686,26409,71,0,Personal Auto,Four-Door Car,475
BA97018,Arizona,M,High School or Below,6608,21616,93,0,Personal Auto,Two-Door Car,944
HY16703,Oregon,M,College,7158,36463,92,0,Personal Auto,Four-Door Car,441
MA15172,California,F,Bachelor,10179,14290,271,0,Personal Auto,Luxury SUV,1300
WO81184,California,M,Bachelor,5052,34645,69,3,Special Auto,Two-Door Car,220
FX39582,Washington,M,Bachelor,5201,67001,131,0,Personal Auto,SUV,463
ZG23976,California,F,Bachelor,8632,96200,107,0,Personal Auto,Two-Door Car,513
WE25756,Arizona,M,High School or Below,7350,69241,93,0,Personal Auto,Four-Door Car,111
AP59947,California,F,Bachelor,7690,55843,64,0,Corporate Auto,Two-Door Car,307
JG31799,California,F,Bachelor,8259,20305,76,1,Personal Auto,Two-Door Car,496
XY28151,Oregon,F,Bachelor,2317,0,68,0,Corporate Auto,Two-Door Car,489
ZB72138,Oregon,M,Bachelor,8929,44329,112,0,Personal Auto,SUV,537
OP52966,Arizona,M,High School or Below,4854,44279,61,0,Personal Auto,Two-Door Car,292
TG67664,California,F,College,2659,0,87,3,Personal Auto,Four-Door Car,420
DH14632,Oregon,F,College,8750,34695,113,0,Personal Auto,SUV,100
QN26812,Arizona,M,High School or Below,5054,79297,64,0,Personal Auto,Four-Door Car,72
PD97837,Arizona,M,Bachelor,2199,0,62,0,Corporate Auto,Four-Door Car,297
LX67597,Nevada,M,Bachelor,5715,84183,72,0,Personal Auto,Four-Door Car,255
VH35998,California,M,Doctor,9566,53375,79,0,Personal Auto,Four-Door Car,127
UE54045,California,F,High School or Below,10094,32046,127,0,Corporate Auto,SUV,475
XA50997,Nevada,M,High School or Below,5444,91393,67,0,Personal Auto,Two-Door Car,460
GM37281,California,F,Bachelor,2582,76731,64,0,Personal Auto,Four-Door Car,201
QT84069,Oregon,M,Master,50568,82081,249,0,Personal Auto,Luxury SUV,753
MG74662,Oregon,F,High School or Below,3484,51337,88,0,Corporate Auto,Four-Door Car,72
EP46328,California,M,Bachelor,5555,74015,72,0,Personal Auto,Four-Door Car,471
UL87052,Arizona,F,Bachelor,4173,0,117,0,Personal Auto,SUV,842
GA93544,Oregon,F,High School or Below,2897,0,77,0,Personal Auto,Four-Door Car,554
EW73206,California,F,Bachelor,8044,68849,67,0,Corporate Auto,Two-Door Car,252
MV19629,Oregon,F,College,7716,37376,99,0,Personal Auto,Four-Door Car,65
TK67721,Oregon,F,High School or Below,2274,0,64,0,Corporate Auto,Four-Door Car,621
AD38685,California,M,College,8658,62464,109,0,Personal Auto,Sports Car,400
LX72964,Arizona,F,High School or Below,11260,88304,95,0,Personal Auto,Four-Door Car,276
MR37609,Oregon,M,College,16414,0,112,0,Special Auto,SUV,682
OG30514,Nevada,F,Bachelor,20018,65900,62,0,Personal Auto,Four-Door Car,297
GJ44951,Washington,F,Bachelor,4698,0,67,0,Personal Auto,Two-Door Car,321
YB19340,Oregon,M,High School or Below,9002,61374,113,0,Corporate Auto,Two-Door Car,210
BD42101,California,M,Bachelor,25030,0,110,1,Corporate Auto,SUV,528
RZ89024,Oregon,M,Doctor,3102,31841,78,0,Personal Auto,Four-Door Car,126
ZO20633,Oregon,F,High School or Below,2587,27861,65,0,Corporate Auto,Four-Door Car,312
KL39500,Arizona,M,College,4983,0,83,3,Personal Auto,Four-Door Car,736
QK24293,Oregon,F,Doctor,6265,0,84,1,Corporate Auto,Four-Door Car,481
RW71963,Nevada,F,High School or Below,7233,94550,90,0,Personal Auto,Four-Door Car,432
HR71115,Nevada,M,College,5357,39604,68,0,Personal Auto,Four-Door Car,63
UL55837,Nevada,F,Bachelor,11130,42928,93,0,Personal Auto,Four-Door Car,651
IW77519,Washington,F,Bachelor,2610,54737,66,0,Personal Auto,Four-Door Car,391
CR88883,Arizona,M,College,7452,0,68,0,Corporate Auto,Two-Door Car,489
YD58301,California,F,High School or Below,6352,80587,78,0,Personal Auto,Four-Door Car,276
RT60959,Oregon,F,High School or Below,14585,0,194,0,Corporate Auto,Luxury SUV,931
KC67832,California,M,College,17292,80028,86,0,Corporate Auto,Four-Door Car,114
DK92014,Arizona,F,High School or Below,4254,11904,61,2,Personal Auto,Two-Door Car,292
ZA44520,Arizona,F,High School or Below,9621,54872,121,0,Personal Auto,SUV,580
AJ69060,California,M,College,14260,0,99,0,Personal Auto,Two-Door Car,204
ME35315,Washington,M,College,7756,0,74,0,Corporate Auto,Two-Door Car,532
BU61331,Arizona,M,College,5875,46417,74,0,Corporate Auto,Four-Door Car,164
XI68015,Washington,F,College,4946,46239,67,3,Personal Auto,Four-Door Car,6
HG51739,Oregon,F,College,2660,0,73,0,Personal Auto,Four-Door Car,350
FI22970,Oregon,F,High School or Below,2372,25550,61,0,Personal Auto,Four-Door Car,439
OF93412,Nevada,F,Bachelor,15613,27514,197,0,Personal Auto,SUV,1367
AH97088,Nevada,M,High School or Below,7803,84417,98,0,Personal Auto,Two-Door Car,139
BI81476,Oregon,F,High School or Below,10346,55906,86,0,Personal Auto,Four-Door Car,58
IA18854,California,M,High School or Below,4960,21638,65,0,Personal Auto,Four-Door Car,468
OO62338,Oregon,M,Bachelor,7099,16121,65,2,Corporate Auto,Four-Door Car,312
JH35547,Oregon,M,College,24442,36261,68,0,Personal Auto,Four-Door Car,16
DY34638,Oregon,F,High School or Below,13466,11432,119,0,Personal Auto,SUV,571
MT16688,Arizona,F,Bachelor,2598,62566,65,1,Corporate Auto,Four-Door Car,48
NN51066,Oregon,F,High School or Below,2886,10312,78,0,Personal Auto,Four-Door Car,486
YF73402,Oregon,M,High School or Below,2566,67778,64,1,Personal Auto,Four-Door Car,171
ZR56751,Washington,F,Master,6252,92895,77,0,Personal Auto,Two-Door Car,43
GR32910,California,F,College,5174,55290,65,0,Personal Auto,Four-Door Car,13
MZ89625,California,F,Bachelor,9263,23377,116,0,Personal Auto,Four-Door Car,556
IK51081,California,F,College,4834,38713,66,4,Personal Auto,Four-Door Car,316
VI34110,Arizona,F,Bachelor,2361,0,66,1,Personal Auto,Four-Door Car,145
VH62312,Nevada,M,College,2674,56342,69,0,Corporate Auto,Four-Door Car,331
YU39743,Oregon,M,College,16159,29593,137,0,Personal Auto,Sports Car,657
RO57944,Nevada,F,High School or Below,26197,18495,113,0,Personal Auto,SUV,542
VL32622,California,F,High School or Below,2664,82887,66,1,Corporate Auto,Four-Door Car,420
NV35796,Oregon,F,Master,15162,71366,94,0,Personal Auto,Four-Door Car,265
UU32345,California,M,College,22332,49078,97,0,Corporate Auto,Four-Door Car,484
YM94448,Arizona,F,College,4995,10787,71,0,Personal Auto,Two-Door Car,697
WX46704,California,F,High School or Below,16109,0,73,0,Personal Auto,Four-Door Car,350
HY35960,Arizona,M,High School or Below,4957,10194,65,0,Personal Auto,Two-Door Car,312
PB41497,Oregon,M,High School or Below,2866,81763,72,1,Personal Auto,Two-Door Car,518
GP37412,Arizona,F,College,8719,59763,73,0,Personal Auto,Two-Door Car,350
KU62853,California,F,College,22448,0,78,0,Special Auto,Four-Door Car,561
EA87824,Arizona,F,College,6864,96832,85,0,Personal Auto,Two-Door Car,408
DM42912,California,F,College,4980,21135,130,0,Personal Auto,SUV,678
HK50871,California,M,High School or Below,2312,16143,62,1,Personal Auto,Four-Door Car,32
ZX73673,Arizona,M,Bachelor,5555,74015,72,0,Personal Auto,Four-Door Car,471
EO95783,Arizona,M,High School or Below,26763,84178,74,0,Personal Auto,Two-Door Car,12
TR18791,Arizona,M,Bachelor,2471,0,70,0,Personal Auto,Two-Door Car,504
DC83427,Oregon,F,High School or Below,17759,0,63,0,Personal Auto,Four-Door Car,661
OG31942,California,M,College,14628,63936,189,0,Personal Auto,Luxury Car,765
AK17025,Washington,M,Bachelor,5801,0,83,0,Personal Auto,Four-Door Car,597
RT17851,Oregon,F,High School or Below,5209,37940,129,0,Special Auto,SUV,512
UF56271,Washington,F,High School or Below,2814,30703,70,0,Personal Auto,Four-Door Car,336
BP25150,Arizona,F,College,5417,54898,69,0,Corporate Auto,Two-Door Car,176
XT34986,Oregon,M,Bachelor,16775,89030,139,0,Personal Auto,SUV,49
OI74902,California,F,College,7980,15630,115,1,Personal Auto,SUV,656
GV33313,Arizona,F,Bachelor,5107,35625,65,1,Personal Auto,Four-Door Car,288
WA54110,Nevada,M,High School or Below,2690,48329,67,0,Corporate Auto,Four-Door Car,470
IS94199,California,F,High School or Below,4254,11904,61,2,Personal Auto,Two-Door Car,292
XE22944,Arizona,F,Bachelor,4643,12261,125,0,Personal Auto,SUV,600
CK24264,Arizona,M,High School or Below,6217,0,86,0,Personal Auto,Four-Door Car,39
BF54215,California,F,Master,11373,87810,94,3,Personal Auto,Four-Door Car,225
HW85007,Oregon,M,Bachelor,10861,64744,139,0,Personal Auto,SUV,41
PA56702,Arizona,M,Doctor,8569,0,117,0,Personal Auto,SUV,957
VD87432,Washington,M,Bachelor,16069,60735,135,0,Personal Auto,SUV,571
GG57214,Washington,F,Bachelor,2410,0,67,0,Personal Auto,Two-Door Car,482
EK10022,California,M,Bachelor,14057,36261,118,0,Corporate Auto,SUV,1197
IV97881,Nevada,M,High School or Below,4872,0,135,0,Personal Auto,Sports Car,648
GS85403,Washington,F,Master,9031,0,122,0,Corporate Auto,Sports Car,650
UO48558,California,M,High School or Below,2993,23277,77,2,Corporate Auto,Four-Door Car,369
SX18141,Arizona,F,High School or Below,5846,50320,73,0,Personal Auto,Four-Door Car,297
KK26955,Washington,F,High School or Below,2589,49675,65,0,Personal Auto,Two-Door Car,312
PV12088,Arizona,M,High School or Below,6558,19508,61,0,Personal Auto,Two-Door Car,292
TV97612,Oregon,M,Bachelor,8105,20815,110,0,Personal Auto,SUV,528
VA95387,Nevada,M,High School or Below,7232,46621,61,0,Corporate Auto,Four-Door Car,30
XF93358,Arizona,F,High School or Below,13599,22775,184,0,Personal Auto,Luxury Car,883
WP64059,California,F,Bachelor,5093,91814,63,0,Personal Auto,Two-Door Car,167
YY63521,Arizona,M,College,6047,20396,76,1,Personal Auto,Four-Door Car,364
FH69597,California,F,High School or Below,7172,73836,182,3,Personal Auto,Luxury Car,553
UT76436,Nevada,F,Bachelor,3438,55910,86,0,Personal Auto,Four-Door Car,324
VA94160,California,F,High School or Below,5418,43054,68,0,Personal Auto,Four-Door Car,326
NJ55678,Arizona,F,Bachelor,7824,64543,65,0,Personal Auto,Four-Door Car,200
OJ60800,Oregon,M,Bachelor,7930,75988,67,0,Personal Auto,Four-Door Car,200
PG20605,Arizona,M,College,9321,0,64,0,Personal Auto,Four-Door Car,572
UT88283,Arizona,F,College,2775,29051,73,0,Personal Auto,Two-Door Car,153
AF48816,Arizona,F,Bachelor,5792,87382,72,0,Personal Auto,Four-Door Car,345
SY93381,California,F,College,3596,30694,91,1,Personal Auto,Four-Door Car,436
ZI63885,Washington,M,High School or Below,14713,0,85,0,Personal Auto,Four-Door Car,877
SD41771,California,M,High School or Below,44520,49259,144,0,Personal Auto,Sports Car,820
IG80910,Oregon,F,High School or Below,3071,47528,77,1,Personal Auto,Four-Door Car,277
RA62452,Nevada,M,Bachelor,8471,70624,106,0,Corporate Auto,SUV,49
NI88122,California,F,College,7205,0,64,0,Corporate Auto,Four-Door Car,505
LG90006,Oregon,F,Doctor,11154,31409,93,0,Personal Auto,Four-Door Car,381
XZ83249,Nevada,F,High School or Below,10168,35504,128,0,Personal Auto,SUV,404
EP26605,Washington,F,Bachelor,5688,44833,72,0,Personal Auto,Two-Door Car,345
LW29130,Washington,F,High School or Below,5272,24423,67,0,Corporate Auto,Two-Door Car,321
UD61088,California,M,Bachelor,13799,0,127,0,Personal Auto,SUV,609
UY81122,Oregon,F,College,4167,0,69,3,Personal Auto,Four-Door Car,433
ED87136,Arizona,M,High School or Below,4242,0,61,0,Personal Auto,Four-Door Car,439
PK58026,Nevada,F,Bachelor,5736,96917,71,0,Personal Auto,Two-Door Car,373
OD79784,Arizona,M,Bachelor,2679,84450,68,0,Corporate Auto,Four-Door Car,291
OO79691,Arizona,F,College,11828,0,111,0,Personal Auto,SUV,1018
PE72393,Arizona,F,High School or Below,11905,0,115,0,Corporate Auto,Four-Door Car,840
QG39997,Arizona,F,College,4212,10097,110,0,Personal Auto,Four-Door Car,218
ET45138,California,F,College,5553,33255,138,0,Personal Auto,Sports Car,662
WP46383,Oregon,F,Bachelor,26538,94132,73,0,Personal Auto,Four-Door Car,350
FJ12205,Oregon,M,Master,6511,42602,85,3,Personal Auto,Two-Door Car,63
KE42114,Nevada,M,Doctor,4730,17250,62,0,Personal Auto,Four-Door Car,175
CO15448,California,M,College,2908,74212,73,0,Personal Auto,Four-Door Car,188
SU31072,Washington,M,Bachelor,4821,85756,61,0,Personal Auto,Four-Door Car,117
LC87490,Arizona,F,Bachelor,2248,24910,63,1,Personal Auto,Four-Door Car,347
OT36536,Oregon,M,Bachelor,5232,41596,66,0,Personal Auto,Four-Door Car,316
DE59454,Nevada,M,Bachelor,2557,72202,63,0,Corporate Auto,Two-Door Car,453
VS63956,California,M,Bachelor,5871,33967,76,0,Personal Auto,Four-Door Car,364
TR39403,California,F,Master,3681,77951,93,3,Corporate Auto,Two-Door Car,19
AB62982,Oregon,F,Doctor,5918,77521,73,0,Personal Auto,Two-Door Car,350
QP76867,Oregon,M,College,16152,0,109,0,Personal Auto,Sports Car,852
MO41014,Arizona,M,Bachelor,4984,86305,62,0,Corporate Auto,Four-Door Car,80
EK56325,Arizona,M,High School or Below,6637,0,92,2,Personal Auto,Four-Door Car,662
LB59405,California,F,High School or Below,5979,57693,76,0,Personal Auto,Four-Door Car,547
JI37927,Oregon,F,College,7736,0,112,3,Corporate Auto,SUV,78
OJ43280,California,M,Bachelor,5644,33137,74,0,Personal Auto,Two-Door Car,472
YW43854,Washington,M,High School or Below,6944,0,68,0,Personal Auto,Four-Door Car,489
AL43475,California,F,College,7373,44938,183,0,Personal Auto,Luxury Car,2069
XY80192,Oregon,M,High School or Below,13979,33617,117,0,Personal Auto,Four-Door Car,761
PI71828,Arizona,M,College,2395,38460,61,0,Personal Auto,Four-Door Car,191
RQ94849,California,M,College,2387,0,67,0,Personal Auto,Four-Door Car,482
JX93039,Washington,F,College,4883,40171,123,0,Personal Auto,SUV,576
KF44948,Washington,F,High School or Below,20496,0,64,0,Personal Auto,Four-Door Car,307
OK14812,Nevada,M,Doctor,2491,36631,62,0,Personal Auto,Four-Door Car,67
UV49359,Nevada,F,Bachelor,7372,74335,187,0,Corporate Auto,Luxury Car,896
